2.552289534465353449e-01,-2.329394021156063199e-01,-7.846692945327428392e-02,-2.334733601006975245e-01,9.935190355375216331e-01,6.063133386858684387e-02,-4.614755218958649374e-01,4.786524013485201623e-01,-5.430418803546510631e-01
-2.593225412741770319e-01,9.500692130705192806e-01,2.698329358025685631e-01,-5.630998983871696728e-01,5.262730630341474480e-01,1.128420172242885267e+00,5.835747149647054766e-01,-6.923429003761533140e-01,-1.747749341684910473e-01
4.461036517147810021e-01,-1.979007398496464842e-01,-2.205593141820512137e-01,-7.017604608964637947e-02,-1.083610755697854033e+00,-6.902457389242239172e-01,7.507869514579137427e-01,8.898336675948947949e-01,-5.716816894031052920e-02
-1.200845412986551869e-01,4.228059031895768372e-01,2.894575318080735427e-01,-1.131572126109753051e-01,6.469908096218093263e-01,-4.732058090798487715e-01,3.752936983608705646e-01,3.638765121784118817e-01,-8.744727613930740329e-02
4.403470343550472954e-01,3.899624178708627209e-01,1.148847630722828361e+00,-8.666885628526775631e-02,1.767954761216823656e-01,1.919120822008021365e-01,8.559469350038437785e-01,1.957251243099114579e-02,2.067311221629442586e-01
-3.099899051447811416e-01,3.507894187449193263e-02,2.315292468850516650e-01,2.278266394672053829e-01,2.781084734155525595e-01,8.740036401582387260e-01,2.939152257706343363e-01,-5.493026393244067329e-02,5.491917388402071110e-01
5.343166511481211023e-01,-6.162825390259317748e-01,-4.522597940969011465e-02,-5.178998035966484448e-01,-8.338334313437744116e-01,3.378880421549240176e-01,4.467343421966337158e-01,-2.210984644219321227e-01,-1.228364288818047489e+00
3.251315535174024163e-01,-7.141108497774182329e-01,-1.973643638598722161e-01,4.642943004081900304e-01,-5.599826595167796128e-01,2.139408900327401386e-01,-6.111288797614420343e-01,3.003769828600185710e-01,4.934139213732599560e-02
-3.089596927134262150e-01,2.267059186391637560e-01,7.373437673811165105e-01,-8.704677067817057079e-01,1.246316725428097266e-01,-1.294791165735641181e-02,4.027886375600902014e-01,1.737168777435738054e-01,-3.088659402720376201e-01
-3.415102497077714405e-01,3.966570727374441052e-01,5.358191730670396336e-01,-7.367458463714838812e-01,-3.143281850848017034e-01,-3.175371362632026240e-01,-4.029173841070299300e-01,4.817715469000249939e-01,-2.987876114978044173e-02
-2.332957172656451583e-01,-8.663537180344716981e-01,5.706729530893640545e-01,-2.753988252622363575e-01,4.622290190418214539e-01,-9.181358736880648186e-01,5.132148467425295957e-01,-5.386698323638914321e-01,4.322983944420575875e-01
-5.048766307537497222e-02,-3.251663843210700344e-01,-2.785542423683877722e-01,-3.913796966163974322e-01,-3.491946976909561795e-01,3.312705838227537197e-02,-2.911636341153309160e-01,4.077423431768545381e-01,8.103396109506275646e-01
-5.498403243811494923e-01,3.425715325794237986e-01,3.792368506728230337e-01,-2.819645501428643675e-01,3.574348013717014716e-01,1.966424277540700927e-01,-2.029994603679112775e-01,-4.378559292322717900e-01,-9.148911897385171299e-01
7.603339183540982482e-01,-1.263456265227835829e-01,2.576595766068191518e-01,1.367936273898050226e-01,-9.991180103427378389e-01,4.502685974099487343e-01,1.738634280714673186e-01,3.202994354548668321e-01,2.029284232457493786e+00
3.520286293828754909e-01,2.911354496572994832e-01,-8.690746368447995751e-01,-5.150584180375634702e-01,-7.573575878110044846e-02,-8.459644317115244672e-02,-5.389048364528173929e-01,2.603229314037995290e-01,1.915706551495383325e-01
-2.292199260022120821e-01,-4.806656276883909951e-01,4.827916263208925640e-01,5.223017427361970055e-01,-7.074487621724202535e-01,8.603353423470219141e-01,3.524516791690903150e-01,7.652133219629819738e-01,-6.056475705710838708e-01
7.982498313312913485e-01,-4.908104149393507365e-01,4.706667974453578041e-02,-2.007478398092713556e-01,-7.189500642254706975e-01,2.383343406187032887e-01,1.320757857681953640e+00,-8.550593644982662500e-01,4.883952684107470410e-02
7.163113304626032019e-01,3.969090646344375362e-01,-2.119029826428817098e-01,5.654698275419223208e-01,-1.842277924473480766e-01,-3.264444348760282000e-01,-3.152940026790619354e-01,-8.209767994212237019e-01,3.003290122729334599e-01
-2.100951181970851511e-01,1.025728275118662491e+00,-3.233023784376745646e-01,-7.805864498642149929e-01,-1.716265617301600543e-01,-9.237389110779892221e-01,4.395549610739223900e-01,-9.685363730492811962e-01,7.823430594127395166e-02
-1.363876565350172765e+00,-3.649888002947645482e-01,-4.995901345284161632e-01,-6.473353282372334982e-02,-2.055868199234786864e-01,4.623585964541948590e-01,-8.662314054259291352e-01,8.618263002495840652e-02,3.426054890660548136e-01
-3.593094416640986721e-01,1.140952835208823013e-01,-1.785611345111639270e-01,-8.277265880174939916e-01,-1.052381123930453466e+00,1.761946383390331772e-01,-2.179260705676859533e-01,-2.136921992070862086e-01,4.107850347272942182e-01
4.494733845480483603e-02,-7.461336321806476546e-01,-5.246842739131506173e-02,-6.208523213627951953e-02,3.755297932524349624e-01,8.500452492704108076e-02,3.739264566100497511e-01,4.139428558887621179e-01,1.139687554271107128e+00
4.342995401196630967e-02,1.350633314352869541e-01,-1.994704347324522398e-01,1.600025489466048834e+00,7.416535477971827328e-01,-5.606760613249126557e-01,1.780295501530095581e-01,-2.424076679830090009e-01,-4.456440132780358221e-01
3.134882457725944316e-01,1.032373830994152697e-01,-2.958145369336939723e-01,-8.494023888952491053e-01,-2.919086847533041151e-01,-6.350015613958382987e-01,9.130290004398133874e-01,3.423006691596071349e-03,-1.119813439505565195e-01
-3.654907494514746946e-01,-3.191445488326731805e-01,-4.290299799152005322e-01,-7.586462018868478374e-02,6.772028475272667825e-01,-3.422073285952126898e-01,1.545784893674396199e-01,-2.680041765154890232e-01,-6.981353708789554691e-02
6.620028828841108270e-02,-2.994642932800521684e-02,4.675956413148593671e-03,7.057088206880226533e-01,-3.149068760734545225e-01,7.174326675343087878e-01,1.649270330714781296e-01,-2.053092474025047798e-02,1.310129522793960000e+00
1.602022787831695327e-01,5.011508806614083100e-02,-4.291378405558192721e-01,3.643497844260830398e-02,-5.574881759218508481e-01,7.545481716975827036e-01,-6.189228035785031556e-01,-3.883038879924768927e-02,-4.620730194293977133e-01
6.703637620803633013e-01,2.274141008265772035e-01,-2.376845066540396734e-01,5.462925481232993041e-01,5.881397363416904223e-02,4.013646265975978622e-01,-1.018429178839615368e+00,2.819268395914721337e-01,-2.608563832470000010e-01
6.414213443139117343e-01,4.633621256177161696e-02,6.971486513650339001e-01,5.993609780776963936e-01,-4.803292108061715249e-01,-2.790341912731556517e-01,5.366298485673277607e-01,-1.298445146750478063e+00,-1.686614285900160659e-02
2.105133889303355821e-01,-1.615801441140096995e-01,1.482830199829318907e-01,2.770310419873125984e-01,8.133481788864325990e-03,-8.445873765932668809e-01,2.230237335974286639e-01,2.395688875338718160e-01,-2.827980004192995889e-01
7.844577021999564748e-01,-2.387681886376872842e-01,2.767705501165197424e-01,-7.273316339059467950e-01,2.853474556407327167e-01,-1.399507838657234604e-01,-3.244681757077103601e-01,-3.234411623932912372e-01,-1.400645235734200300e-01
2.943242106124129287e-01,1.321168506878540150e+00,-4.405923385447040319e-01,-5.040048609604362850e-01,-3.212285853304015504e-01,7.227550892516525216e-02,-8.066811777681143214e-01,6.737385811536800162e-02,9.029784347209868223e-01
-4.724141060010790538e-02,8.584526202022721986e-01,-9.847280428147829889e-01,6.585513632130725048e-01,-4.127550367194349201e-01,-6.303976091120317982e-01,6.456135133454444786e-01,4.215913319581584551e-01,6.829022984194232926e-01
5.786791472789903912e-01,4.867602201226862713e-01,4.725953634612956034e-02,-1.422083458977788428e+00,-2.658221188202254948e-01,-2.579171707987538698e-01,-4.340861525751009142e-01,1.161626629402896099e-01,-1.544398918762291961e-01
-3.333999007466322273e-01,-3.457636451523459775e-01,-1.950900845131843808e-01,9.268341755376741098e-01,1.256822698172934016e+00,1.630072621230414243e-01,-1.779798255772750415e-01,-5.342095829385349326e-01,2.886743971075053095e-01
-7.541971100345075119e-01,2.400508944119350840e-01,1.369728350680710360e-01,8.250943817875571185e-01,1.754642049934843073e-01,-1.483525657264770370e-01,5.462395808013671000e-02,1.125800654769058828e-01,-7.821535695404897570e-01
4.559014298988988134e-01,5.410264422103510107e-01,5.754308053165334974e-02,-6.546478802348832948e-01,5.420507710623803099e-01,-8.207173574783094283e-02,-6.417755855401963139e-01,7.291339988455065591e-01,1.102818807316529259e+00
4.138051072715523970e-01,-3.241334815505649836e-01,-4.328231682390965007e-03,-2.192424433072994172e-01,6.843962363214077804e-01,1.837190223375579357e-01,-3.396138154240331275e-01,-1.829096108074412808e-01,6.130627615765948946e-01
2.370287988078929597e-01,-2.427674664892846002e-01,-5.748420355230549061e-01,2.498158544034474737e-01,-6.726749913093764410e-03,8.389319370038963442e-01,-1.210945448933073154e-01,-3.668314792051998730e-01,4.997577966204500566e-01
9.273995776963235294e-01,-1.203224213000187337e+00,-3.331294192631710227e-01,-1.782621326457883848e-01,3.421159085360002683e-01,1.606126318102560346e-01,-3.215330554909365257e-02,4.525520787902800879e-02,-4.377568393721848472e-01
2.186241568348197828e-01,3.088996308273829206e-01,-5.718249205166320293e-01,-1.407081331828354820e-01,-2.523407732347863752e-01,-1.926377646018274103e-01,5.224998656442145784e-01,4.039535198710145214e-01,4.114051069649836412e-02
